 CustomerID ,full_name,email,phone,address_line,city,region,postal_code,country,birth_date,signup_date,last_purchase_date,status,tier,preferred_language,marketing_opt_in,total_spend,order_count,notes
CUST001485,Steve  Allen      ,steve.allen6566@demo.local,04997757081,"1-9-8 Meguro, Apt. 949",  Shinjuku,Saitama,4233931,JP,06/15/1965,2017-05-30,2019-01-24,banned,Gold,JA,0,¥694,4,  duplicate in legacy system
CUST001486,"Odopd, Rzcgqkoo",,211.938.1576," 4079 Sunset Lane, Apt 953",Boston,CA ,25190-5793 ,United States,1976-05-06,2018-02-25,2020-04-26,Inactive,gold,   en_GB,1,N/A,2,do not call before 18:00
CUST001487,Trent Garcia,trent.garcia @ mail.test,+1 674 813 8525,"  7936 Hill Ln, Apt 250",Chicago,FL,   19570,   United States,09/09/1985,2019/05/02,12/25/2020,pending,silver,en_GB,N,0.00,5,do not call before 10:30
CUST001488,Dave Allen,dave.allen @ example.com,+81-84-3023-1835,"1-10-12 Meguro, Apt. 1819",Hakata,   Osaka,127-1429,Japan,1996-10-24,27-08-2024,2026-01-01,banned,Platinum,ja,No   ,"   1,263.51",10,
CUST001489,Taro Walker   ,taro.walker@example.net,+81-70-2011-6393,2-25-7 Shinjuku,Shinjuku  ,Saitama,218-5738,jp,1974-12-20 08:40:56,04/18/2020,2024-04-28,ACTIVE,bronze,EN,  Yes,1158.40,5,do not call before 09:00
CUST001490,Judy Adams,judy_adams@demo.local,+1 091 038 4266   ,7172 Sunset Rd,Atlanta,NJ  ,12668,United States,2003-04-24,2019-04-20 19:10:54,2020-12-25,active,,EN  , 1,227.17,4,  language preference unclear
CUST001491,Tznm Popvu,tznm..popvu@example.org ,183-817-1717,6868 Hill Rd,toronto,NA,35104,Australia,,2024-11-12,01/01/2026,banned,bronze   ,,1,¥1365,5,"VIP, handle with care"
CUST001492,Carol Jones,carol.jones@mail.test,   09-0277-10505,"2-10-11 Chiyoda, Skyline Tower",   Nagoya,Chiba Pref.,5297140,Japan,1980-12-28,08-06-2017,2020-10-06,pending,gold,JA,1,1692.19,9,duplicate in legacy system
CUST001493,"Jones, Wendy",   wendy.jones@example.net,(933) 417-6294, 7065 Cedar Avenue,SINGAPORE,unknown,39901,France,09/05/1983,09/07/2020,2023-11-03,active,Gold,,0   ,908.70,,coupon code used: XGX69F
CUST001494,Zara Flores,zara.flores@example.net,+1 018 530 6651,"4334 Hill Rd, Apt 773",Newark,CA,51187,us,06/28/1984,2017-01-15,2018/06/28,pending,platinum,jp,1  ,0.00,10,language preference unclear
CUST001495,Steve Nguyen,steve.nguyen@mail.test,+1 552 448 4064,1280 Maple Ln,Paris,,70623  ,France,12/05/1991,03/12/2024,2026-01-01,active,bronze,      en-US,Y,1470.83,8,"requested invoice as ""PDF"""
CUST001496,Sefq Gxmqoaag,sefq-gxmqoaag@example.org,+81 90 2383 6032,5-23-9 Shinjuku,Sapporo,Chiba,8220681,Japan,1990-07-25,2022-09-01,2023-10-09,??,platinum,EN,Yes,1100,2,coupon code used: QQ5KNE
CUST001497,Sbuaza Cpxrjt,sbuaza.cpxrjt@example.org,(235) 228-4901,"7359 Hill Ln, Unit 23",Toronto  ,Unknown,22232,United Kingdom,,2023-11-25,2025-05-30,inactive,gold,en,   1,1784.58,2,duplicate in legacy system
CUST001498,Steve Wilson,steve.wilson@example.org,NULL,"4-5-14 Shibuya, Skyline Tower",Shibuya ,Aichi,6450573,Japan,1984-06-07,,2025-12-29,inactive,bronze,ja,FALSE,1420.11,4,"duplicate in legacy system, low priority"
CUST001499,Ryo Thompson  ,ryo.thompson@mail.test ,001-302-7407,6737 Sunset Avenue,Sydney,Unknown,11983,United Kingdom,01/07/1966,2023-06-06 06:57:23,,  Inactive,gold,EN ,1,¥1624,5,"duplicate in legacy system (said ""thanks!"")"
CUST001500,   Dave Taylor,dave.taylor@example.net,649.916.0415,"220 Oak Ave, Unit 62",,NA,28317-7652,Canada,06/03/1977,2018/10/13,2021-04-27,banned, silver,jp,N,1205.99,7,"   VIP, handle with care"
CUST001501,Azpqaru Uaaqq,azpqaru.uaaqq@demo.local,687-853-1274,  2265 Maple Road,Denver,FL,18449,United States,1959-02-24,2021-12-04,,pending,gold,jp,1 , 1350,5,asked about refund policy
CUST001502,Ztag Xfytkj,ztag.xfytkj@example.com,423-396-5354,8271 Oak Avenue,Seattle  , IL,  72836,United States,03/13/1995,2020-09-06,2023-12-25,banned,   gold,en_GB,1, 1162.33,14,prefers email contact
cust001503,Dncmblba Yyjkdzjlpk ,dncmblba.yyjkdzjlpk@example.com,07-0371-26804,2-11-8 Setagaya,Yokohama,Fukuoka,〒021-6684,Japan,09/27/1957,2017-03-17,2019-10-22,active,silver,ja,  1,1902.79,5,prefers email contact
CUST001504,   Victor Hill, victor.hill@example.com   ,149.380.5911,"9132 Main Ln, Unit 79",Chicago, ca,  15476,USA,1955/11/09,2019-04-26,08/19/2022,  inactive,bronze  , EN,   0, 816.66,0,duplicate in legacy system
CUST001505,Mallory Wright,mallory.wright@mail.test,08-5615-19479,4-19-9 Kita  ,Shinjuku,Osaka ,   583-8680,Japan,1980-02-05,2020/05/20,06/19/2021,banned,gold,   ,1,  648.76,13,prefers email contact
CUST001506,Victor Nguyen,victor_nguyen5149@demo.local,8584106389,"2210 Oak Lane, Unit 25",Chicago,MA, 66214,United States,,29-03-2023,2024-10-29,Inactive  ,gold,JA,0,0.00,0,moved recently; verify address
CUST001507,  Mezqmxnn Sqrfz,mezqmxnn.sqrfz@example.org,03784276635,"5-24-1 Taito, Skyline Tower",Hakata,Fukuoka,〒119-5779,Japan  ,1974-03-06,2025-11-16,01-01-2026,banned,silver,en_GB,Y,1366.12,13,asked about refund policy
CUST001508,Peggy Davis,peggy_davis@mail.test,2352392376,9591 Hill Ave,Denver,IL,94370,United States,1982-05-24,03/14/2019,2022-05-29,inactive,bronze,en-US,0, 705.85,5,prefers email contact
CUST001509,Zara  Torres,zara.torres@mail.test,+1 376 868 0724,2872 Elm Blvd,Newark,CO,50738,US,1963-08-07,24-10-2020,20-01-2022,pending,bronze, ja,0,899.00,11,"requested invoice as ""PDF"""
CUST001510,Judy Garcia,judy.garcia@demo.local,+1 854 419 6600 ,9512 Lake Avenue,Chicago,WA,75436,United States,,2018/01/28,07/24/2018,INACTIVE,silver,en_GB,Yes,2154.21,0,duplicate in legacy system
cust001511,Trent Jones ,trent.jones@example.net,na,"4-8-8 Meguro, Skyline Tower",  Hakata,Fukuoka,   2541898,Japan   ,1958-10-22,2017-01-12,2019-02-11,banned,gold,  ,1,0.00,2,prefers email contact
CUST001512,Sora Wright,sora.wright @ demo.local, +1 069 096 5380,"5751 Sunset Avenue, Unit 2",Toronto  ,, 56555 ,   Australia,1980-07-09,2025-01-05,2026-01-01,inactive,platinum,,TRUE,0.00,5,moved recently; verify address
CUST001513,Olivia Garcia,oliviagarcia@mail.test, (545) 284-5884,931 Cedar Rd,Paris,Unknown,09720,United Kingdom   ,02-04-1999,2023/03/30,01/01/2026,inactive,gold,en_GB,N,563.37,1,moved recently; verify address
CUST001514,Wendy Ramirez ,wendy.ramirez@example.org,684.940.6422,7751 Pine Road,Miami,IL,09619,United States,03/25/1965,04/22/2022,2026-01-01,active,silver,en,   Y,0.00,6,duplicate in legacy system
cust001515,"   Johnson, Grace",gracejohnson@demo.local,+1 280 349 4063  ,"853 Cedar Avenue, Unit 92",Berlin   ,NA   ,48654-8130,France  ,1965-08-07,2023-07-05,2026-01-01,banned,bronze  ,ja   ,true,875.50,6,"asked about refund policy (said ""thanks!"")"
CUST001516,Sora Lewis,sora.lewis5024@demo.local   ,+81-90-4968-5088,"2-22-11 Meguro, Skyline Tower   ",Umeda,Hyogo,060-6692,Japan,1965-01-02,2017-02-21,2017-12-10,banned,Gold,ja,0,1381.96,7,coupon code used: 2PM2XW
CUST001517,Mika Brown,mika.brown @ example.com,(747) 732-7202 ,7255 Oak St,Newark,MA   ,42245,us,1961-12-06,25-11-2021,09-09-2022,   banned,silver,EN,0,¥1146,,"duplicate in legacy system, ok"
CUST001518,Bob Moore,bob.moore@example.net,(638) 523-9146,6197 Main St,Paris,NA, 99651,Germany,05-11-1978,2020-07-10,2020-08-18,banned,bronze,en-US,0,2789.02,6,language preference unclear
CUST001519, Zara Wilson,zara.wilson@mail.test,437.946.6111,7403 Hill St,London,Unknown,77495,Singapore,2002-08-12,10-02-2019,2020-06-04,pending,Silver,JA,1,2148.10,6,"requested invoice as ""PDF"""
CUST001520,Ken Lewis,ken.lewis @ example.net,6939256117,1432 Lake Blvd,Sydney,NA,34397,  Singapore,2003-01-07,2022-08-31,2022-11-28,active,platinum,en-US,0,0.00,7,"requested invoice as ""PDF"", ok"
CUST001521,Taro Thompson, taro.thompson6655@example.net   ,  8777624959,"550 2nd Avenue, Unit 91",London   ,-,54945,au,,2022-08-16,17-12-2023,pending,platinum,  EN,1,866.78 ,0,"duplicate in legacy system (said ""thanks!"")"
CUST001522,Ufrfuab Orgluncp,ufrfuab.orgluncp@example.com,+81-31-6702-3817,"  5-6-5 Shinjuku, Sunrise Bldg.",Sapporo,Aichi,〒806-6785,Japan,1976-07-13,2021-04-18,2021-10-09,pending,GOLD,ja,1,222.00,4,duplicate in legacy system
CUST001523,Grace Smith,grace.smith1362@example.com,   09-0276-55957,4-10-3 Shibuya,  Yokohama,  Osaka,8778043,Japan,1995-06-09,17-12-2018,2019-02-01,banned,platinum,en,1  ,0.00,1,prefers email contact
CUST001524,Hana Wilson,hana.wilson@example.org  ,09-0505-89926,"   3-10-1 Setagaya, Skyline Tower",Yokohama,Osaka Pref.,7706759,Japan,1972-06-23,2023-06-26,2024-06-27,active,gold,jp,1,  1699.88  ,6,moved recently; verify address
CUST001525,Heidi Young,heidi.young@example.com,+1 029 273 9371,"5693 Maple Rd, Apt 387 ",Boston  ,NJ,54148,US,06-09-1971,2024-02-15,2025-01-08,active,bronze,en  ,1,471.46,5,do not call before 14:00
CUST001526,Frank King,frank.king@mail.test   ,038-8140-1084,"   2-20-16 Setagaya, Skyline Tower",Yokohama,Fukuoka Pref.,〒080-7610,Japan   ,10/26/2001,2021/11/17,29-05-2024,pending,gold,,1,  2739.34  ,0,"language preference unclear (said ""thanks!"")"
CUST001527,Bebihcbn Nptezglm,bebihcbn-nptezglm3541@example.net,571-170-6026,"2233 Sunset Rd, Unit 15",Paris,-, 38447-1537,Australia,1973-12-04,2019-11-07,2022-04-23,   banned,Silver,en,0,,13,coupon code used: NBJ4MX
CUST001528,Qobhyg Gwumavvqi ,qobhyg.gwumavvqi@example.net,+81 90 4337 8644,"4-23-14 Shinjuku, Apt. 1147",Kobe,Kanagawa,〒458-2051,Japan,1961-03-19,03/06/2022,2025-01-01, active,bronze,  jp,1,879.28  ,7,language  preference  unclear
CUST001529,Hana Lewis  ,   hana.lewis@example.com,601-605-2020   ,"2777 Lake Blvd, Apt 10 ",   Chicago,IL,37981,United States,03-01-2004,2022-03-01,2025-06-20,inactive   ,gold,ja,Y,2107.77,0,"  requested invoice as ""PDF"", urgent   "
CUST001530, Aoedy Dcldwtru  ,aoedy.dcldwtruexample.org  ,324.805.0762,"1785 Main Avenue, Apt 95",seattle, GA,  71552,United States,1966-06-09,2020-10-07,24-09-2022,active,gold,jp  ,0, 1005.22,,"moved recently; verify address, ok  "
CUST001531,Heidi Scott,heidi.scott@example.net,779.508.9340,99 2nd Avenue,London,Unknown,31188,GB,1997-07-12,,2022/12/09,inactive   ,bronze,ja,1,2133.97,6,moved recently; verify address
CUST001532,Xavier Martinez,xavier.martinez8106@example.org,080-5213-0454,"2-7-9 Taito, Skyline Tower",Naha,Aichi,7615141,Japan,1977-07-25,2020-10-03,2023-06-16,active ,gold, en_GB,1,0.00,0,"requested invoice as ""PDF"""
CUST001533,Dqhz Bxehuhl,dqhz-bxehuhl@example.net,   057-4743-6717,"5-27-13 Shinjuku, Skyline Tower",Umeda,Kanagawa,378-6838,Japan,2004-08-31,2022-05-13,09/19/2024,active,bronze,  ja,1,589.45,5,"language preference unclear, low priority"
cust001534,Epvlb Lldrbo,epvlb.lldrbo@demo.local,905-460-4850,6322 2nd Avenue,Chicago,MA,11640,United States,04/21/2002,2019-03-21,2021-08-22,inactive,gold,en_GB,0,1450.86,0,  language preference unclear
CUST001535,Yvonne Clark,yvonne_clark@demo.local,080-1568-3323,"1-18-13 Taito, Sunrise Bldg.",  Shinjuku,   Chiba,  〒773-6177,JP,1963/08/25,2020-03-30,2022-04-22,banned,SILVER,en,1,1717.38,6,"duplicate in legacy system, ok"
CUST001536,Trudy Nelson,trudy.nelson@example.org,+1 206 991 8714,"6381 2nd Ln, Unit 67",Berlin,NA,89174-8524,United Kingdom,1997-07-21,24-08-2025,2026-01-01,inactive  ,gold,   jp,1,1761.17,14,"  VIP, handle with care"
CUST001537,Ixmgqgc Yvhtycyikr,,544-733-4263  ,5064 Pine Rd,Toronto,-,47129,  Australia,1968-03-18,,2021-01-13,banned,silver   ,,1,318.94,5,"VIP, handle with care"
CUST001538,Oavoz Miwigo,oavoz-miwigo@example.com,   791-644-3605,"4416 2nd Blvd, Apt 188",Atlanta ,CO,65985,United States,,03/21/2025,01/01/2026,inactive,bronze,en_GB,false,"2,897.28",9,asked about refund policy
CUST001539,"Vqklrn, Sblqmm",sblqmm.vqklrn@mail.test,07-0822-10444,"5-3-20 Shinjuku, Sunrise Bldg.",Umeda,Kanagawa,740-8105,Japan,2005-11-16,2019-05-24,2020-01-15,active,platinum,en_GB,1,515.75,13,duplicate in legacy system
CUST001540,Hana Rodriguez,hana.rodriguez@demo.local,(528) 865-8221,2112 Sunset St,Denver,Florida,61357,United States,1994-09-04,11-04-2019,, pending,silver,en   ,FALSE,2000.68,4,"requested invoice as ""PDF"" (said ""thanks!"")"
CUST001541,  Yvonne  Lee   ,yvonne.lee @ example.org,+81-90-6838-9356,  2-20-8 Chiyoda,Shibuya,AICHI,〒582-4975, JP,2009-08-23,07/15/2017,07/23/2018,banned,platinum,en-US,0, 395.30,9,language preference unclear
CUST001542,Mallory  Thompson,  mallory.thompson@example.org,06-2463-81427,"5-6-19 Setagaya, Sunrise Bldg.",Naha,Osaka,9523065,Japan,1994-11-12,2021-05-10,,  active,gold,,1,0.00  ,9,duplicate in legacy system
CUST001543,  Ryo Jones   ,ryo.jones@mail.test,(431) 815-7627,"1085 Oak Ln, Unit 88",Berlin,NA,51918,Singapore,11-05-1977,2021-09-18,2023/10/30,active,gold,,1,362.16,2,   moved recently; verify address 
CUST001544,Kusvrspi Yjvhniidlo,kusvrspi.yjvhniidlo@example.com,+1 250 421 5552,"   9877 Oak Street, Apt 194", SYDNEY,Unknown,78330  , Canada   ,05/13/1962,2017-09-19,06/28/2021,   pending  ,platinum,,1,628.59,5,"prefers email contact (said ""thanks!"")"
CUST001545,Xavier Moore,xavier.moore@mail.test,939-950-6048,   3738 Maple Street,Toronto,-,84180,United Kingdom,09/16/1997,2020/09/23,2021-04-21, banned,gold,   EN,1,  ,0,"asked about refund policy, ok"
CUST001546,   Sybil Garcia,sybil.garcia7519@example.org,  08010935318,"1-17-13 Shibuya, Skyline Tower",NAGOYA,Tokyo,956-7675,Japan,06/27/1975,2018-01-13 22:38:58,2018-09-09,active,bronze,ja  ,0,143.71,5,moved recently; verify address
CUST001547,Rita Scott,rita.scott@example.org,2129516841   ,"8980 Cedar Avenue, Unit 71 ",  Atlanta, IL,19271,United States,2004-02-12,09/30/2017,08/05/2020,pending,platinum,   en-US,   Y ,0.00,6,coupon code used: RQYDHZ
CUST001548,"Vttepzjv, Hcvsb",hcvsb.vttepzjv@demo.local,(151) 011-4763,5010 Lake Rd ,San Francisco,CA ,08855,us,09/13/2002,2022-11-06,01-01-2026,banned,silver,en_GB,0,  649.57,10,"VIP, handle with care"
CUST001549,Zara  Taylor,,(569) 133-2016,3768 Hill St,Miami,NJ,  92119,United States,1997-10-26,2023-08-03,01/09/2024,pending,  silver  ,en-US,1, 0.00,0,"prefers email contact, urgent"
CUST001550,Uma Martin,uma_martin1550@example.com,544.094.2626,"7978 Elm St, Apt 317",Austin,,84514,United States,1969-07-09,2024-04-06,2025-08-19,pending,bronze,ja  ,1,0.00,6, 
CUST001551,Zyhcr Nuddrcm,zyhcr.nuddrcm@example.com,070-0176-3787,5-11-17 Chiyoda,NAMBA,Fukuoka ,〒886-8351,JP,1966-06-30,,2024-11-24,active,bronze,JA,N,746.30,3,"VIP, handle with care"
CUST001552,Cbmhwjhc  Sacdfvxix,cbmhwjhc.sacdfvxix@mail.test,+81-70-5432-2773, 5-6-1 Shibuya,Yokohama,Fukuoka,774-2025,JP,1992-10-25,2020-01-11,2020-08-27,inactive, BRONZE,en,0,"1,607.96",11,asked about refund policy
CUST001553,Nnskgehh Mpjhmxhxzu, ,08-0705-07871,3-19-8 Setagaya, Naha,Saitama,〒986-1584,JPN,30-05-1978,14-10-2024,2026-01-01,active ,silver,JA,1,,10,asked about refund policy
CUST001554,"Brown, Oscar",oscar.brown@mail.test  ,509-961-8918,7024 2nd Lane, ,-,  80985,Singapore,2000/10/09,2023-04-27,2026-01-01,active,bronze,jp,1,307.40,5,"language preference unclear, low priority"
CUST001555,Suahyby Uypycxha,   suahyby.uypycxha@demo.local,694.447.4006  ,6115 Lake Street,Atlanta,  NJ   ,35016,United States,1966-04-09,2018/08/17,2019-01-08 18:44:00,banned,bronze,,1 ,934.37  ,3,prefers email contact
CUST001556,Uoeryytr Aboxpgajf,uoeryytr.aboxpgajf@example.net,+81 90 8443 7714,"5-17-9 Minato, Apt. 1346", KOBE,  Saitama,643-2348,Japan,08/15/1964,29-09-2020,2022-09-05,pending,gold,   EN,No,1272.95,0,language preference unclear
CUST-001557,Oscar Torres,  oscar.torres@mail.test,070-5670-0793,"5-18-10 Shibuya, Sunrise Bldg.",Hakata,Okinawa,   〒084-2188,jp ,09/27/1963,17-08-2018,2021-08-26,inactive, silv,ja,1,1749.20   ,1,prefers email contact
CUST001558,Dfpxrym Cqkullf,dfpxrym.cqkullf@example.org,090-7880-2156,"2-4-12 Chiyoda, Apt. 1104",Hakata,Osaka   ,424-3692,Japan,07-11-2007,2021-06-26,2025-02-07,pending ,Bronze,en-US,Yes,0,6,duplicate in legacy system
CUST-001559,Mika Davis,mika.davis@mail.test, 0328641041," 6207 Hill St, Unit 94",Denver ,NY,36762,United States,,04/13/2017,09/11/2019,pending,gold,EN,1,"2,174.92",2,"language preference unclear, urgent"
CUST001560,Fxgvtjcv  Ggsgii,      fxgvtjcv.ggsgii@demo.local  ,+1 451 738 7713   ,"2084 Lake St, Unit 27",Newark,MA,65340-8071,United States,2004-10-16,2022-01-18,2022-02-17,banned   ,platinum,EN,Yes,,,coupon code used: XBV0OV
CUST001561,Zara Flores,zara.flores@example.com  ,505-395-3418,"9610 Maple Road, Apt 382",boston  ,NY,   15267,us,1978-02-09,06/22/2019,2021-08-15,pending,bronze,en   ,1,411.18,11,"moved recently; verify address (said ""thanks!"")"
CUST001562,Vnoc Onvhaak  ,vnoc-onvhaak@mail.test, 057-0545-2709,"2-24-19 Minato, Apt. 472",Umeda,Tokyo,  3287512,JP,11/30/2002,05/12/2019,2019-11-25,pending,PLATINUM,EN,0,1424.90,0,prefers email contact
CUST001563,Carol Walker,  carol.walkerdemo.local,192.737.6252,8869 2nd Ln,Denver,TX,88111,US,03/03/1992,2024-01-03 10:54:44,2025-11-18,banned,BRONZE,en,1,¥1682,14,
CUST001564,Victor Wright,    ,07-8893-32494 ,"1-9-7 Taito, Skyline Tower",Hakata,Chiba,   5235880,Japan,11/11/1996,2021-02-09,2022-10-13,   pending,gold,JA,1,161.28,13,"moved recently; verify address, urgent"
CUST001565,   Judy Johnson,judy..johnson@example.org,08063893214,"4-19-11 Taito, Skyline Tower",Hakata,Hokkaido,414-2522,   Japan,25-10-1969,2020/09/03,2024-03-28 11:10:46,banned,silver,en,true,0.00,2,"prefers email contact, urgent"
CUST001566,Uxjej Hbjwtj,uxjejhbjwtj@mail.test,200.229.3905,188 Sunset St   ,Seattle,IL ,26714-9271, US,1986-06-13,2024-12-19,,active,bronze,jp,1,1125.97,5,coupon code used: GV7MKG
CUST001567,Mika Allen,mika-allen8292@example.org,+81-80-9978-3131   ,5-18-3 Shibuya,Namba,Fukuoka,553-6282,Japan,06/10/1959,,2021-07-03,ACTIVE ,bronze,ja, 1,237.48,10,"prefers email contact, low priority"
CUST001568,Bpzaap Rqlwcedy   ,bpzaap-rqlwcedy@example.com ,+81 90 5297 9514,4-29-4 Chiyoda,Nagoya,Fukuoka   ,〒232-6516,Japan,2009-07-15,2017/01/03,06/02/2017,banned,BRONZE,EN,0,1162.09,6,"VIP, handle with care"
CUST001569,Eovkrrt Pukzvpqy,eovkrrt.pukzvpqy@example.com,862-385-3390,"4798 Cedar Rd, Unit 88",Miami,CA,   23997,United States,1966-07-09,2024-05-12,01-01-2026,pending,  bronze,en_GB   ,1,0,2,"requested invoice as ""PDF"""
CUST1570,Iiaj Fsqboztqw,iiaj..fsqboztqw2731@example.net,01226839084 ,"2-23-6 Shibuya, Sunrise Bldg.",Shibuya,Hyogo,206-4333,   Japan,1969-05-05,05/11/2022,2026-01-01,pending,silver,ja,0,454.48,,duplicate in legacy system
,Enwuoprn Qhqfwugi,enwuoprn-qhqfwugi  @  mail.test  ,08-0876-12862,"   4-10-19 Chiyoda, Skyline Tower",Shinjuku,Osaka,458-8592, Japan,1996-03-27,,2024/07/03,  banned,bronze  ,JA,0,1574.64,0,"prefers email contact, low priority"
CUST001572,Dave Miller, dave.miller@mail.test ,09-0989-96952,  4-7-2 Chiyoda,Shibuya,Saitama,   1004406,Japan ,1985-01-14,2023-01-06,,active ,bronze,jp,TRUE,"2,050.56",3,language preference unclear
CUST001573,Hktf Wwidjopcbw,hktf.wwidjopcbw@example.com  ,+1 118 563 4350,3678 2nd Avenue,Miami    ,CA,69896  ,United States,2004-04-21,2019-03-14,07/10/2019,Inactive,bronze,,1,958.35,2,"VIP, handle with care, urgent"
CUST001574,Carol Jones ,  carol.jones5239@example.net,935-262-7152,2315 Hill St,  San Francisco,FL,78193,United States ,1969-07-09,,2021-09-06,ACTIVE,silver  ,EN,1   ,865.81,4,moved recently; verify address
CUST001575,Ulqs Advsgatlxm,ulqs-advsgatlxm@example.net,+1 736 437 8303,"8303 Maple Ave, Apt 261",    Denver,TX,37850-0933 ,United States,1992-02-25,2025-11-15,2026-01-01,inactive,bronze  ,JA  ,1,1741.65,0,language preference unclear
CUST001575,Ulqs Advsgatlxm,ulqs-advsgatlxm@example.net,+1 736 437 8303,"8303 Maple Ave, Apt 261",    Denver,TX,37850-0933 ,United States,1992-02-25,2025-11-15,2026-01-01,inactive,bronze  ,JA  ,1,1741.65,0,language preference unclear
CUST001576,Mallory Miller,mallory.miller6742@demo.local,  09018522099, 2-6-13 Chiyoda,Nagoya,Tokyo,915-7466,Japan,1999-03-23,2025-05-19,2026-01-01,pending   ,gold,JA,1,2835.52   ,0,duplicate in legacy system
CUST001577,Iiqwbjob Gfwsikcjbz,+81 70 9140 9378  , iiqwbjob.gfwsikcjbz@demo.local,"2-26-3 Chiyoda, Sunrise Bldg.",Naha,Saitama,408-2486,Japan,03-06-1983,2019-08-25,2022-09-08 00:33:32,   banned,gold,en-US  ,1,0,3,"moved recently; verify address, low priority"
CUST001578,Judy  Lee, judy-lee@mail.test   ,+81 90 4543 7874,"4-27-16 Kita, Skyline Tower",Yokohama,Kanagawa,3810896,  Japan,1968/04/02,2022-04-16,2026-01-01,active,gold,JA,1,   1043.27   ,8,coupon code used: XHYB6P
CUST001579,Trent Wright,trent.wright@example.net,018-218-9684,"7687 Elm Blvd, Apt 174",    ,NA,na,Singapore,2002-06-05,03/28/2017,2021-01-05,active,bronze,en-US   ,1,607.96   ,8, asked about refund policy
,Hana Jackson,hanajackson@example.com,(447) 731-5953,"9388 Elm Rd, Apt 293",Atlanta,GA,87712-8932,United States,2005-11-13,2020-12-16,2024-08-07,pending,silver,,1,0.00,0,language preference unclear
CUST001581,Xavier Flores,xavierflores@mail.test,070-8130-6754,"3-17-12 Kita, Apt. 349",Sapporo,Hokkaido,〒631-6547,JP,1955-06-29,2025-06-29,2026-01-01,pending,bronze,jp ,0,303.91,6,"VIP, handle with care, ok"
CUST001582,Sora Moore,sora.moore5359@demo.local,   +81-70-7333-5621,5-5-13 Setagaya,Shinjuku,Hokkaido,9539784,Japan,1988-05-31 02:11:32,2023-06-12,2026-01-01,pending   ,silver,en   ,1,0.00,5,"VIP, handle with care"
CUST1583,  Dave Taylor,dave.taylor6831@example.com   ,  175.069.9042,5114 Oak Blvd,Denver,NY,70909,United States   ,1988/12/04,2021/06/07,,active,gold ,EN  ,0, 370.13,0,prefers email contact
CUST001584,Uazxfism Hglkfndp,uazxfism.hglkfndp@example.com,  090-4359-2211,1-14-19 Minato,,Hyogo,8952069,JPN,1969-05-18,2025-01-09,2025-11-27,  banned,platinum,ja,1,¥1369  ,10,coupon code used: AD4DNV
CUST001585,Yvonne Anderson,   yvonneanderson@demo.local,  +1 733 348 3998,9527 Main Road,San Francisco,MA,81990   ,US,28-09-1996,2017-07-05,2019-05-11,pending,silver,JA,FALSE,68.37,6,"requested invoice as ""PDF"""
CUST001585,Yvonne Anderson,yvonneanderson@demo.local,  +1 733 348 3998,9527 Main Road,San Francisco,MA,81990   ,US,28-09-1996,2017-07-05,2019-05-11,pending,silver,JA,FALSE,68.37,6,"requested invoice as ""PDF"""
CUST001586,Judy Adams ,judy-adams@demo.local, 028.560.0590,3019 Maple Street,New York  ,WA,72443,United States,,2022-08-20,2024-07-04,pending,silver,JA ,  false  ,N/A,6,language preference unclear
CUST001587,Xavier Jackson,xavier.jackson@example.com,683-660-1012,7614 Maple Road  ,Sydney,   Unknown ,85642,  CA,1978-02-15,06/16/2022,2025-09-16,active,GOLD,en-US,No,0.00,10,"moved recently; verify address, low priority"
CUST001588,Eve Scott, ,07030293425,"1-19-4 Setagaya, Skyline Tower",Shinjuku,Fukuoka,8589305   ,JP,1959/09/19,2018/01/20,,??,silver,en_GB,1,1036.15,,prefers email contact
CUST001589,Ivan Scott,ivan_scott@mail.test,6057059246,7097 Lake Rd,   London,NA,   51642,Australia,11-03-1958,2023-04-24,2026/01/01,INACTIVE,gold,,1,715.86,8,coupon code used: 00DIWQ
CUST001590,Yelrxh Cjcxhbu,yelrxh.cjcxhbu@demo.local,090-7950-4454,5-13-14 Kita,NULL,Hokkaido,〒916-5476,Japan,1979-10-16,2021-11-14,2023/08/12,banned,silver ,  ,1,  2039.52,0,prefers email contact
CUST001591,   Ynrtx Pqiwi,ynrtxpqiwi@demo.local,08575873385,"  4-1-7 Minato, Skyline Tower",Namba,   chiba,〒416-3071,jp,1970-11-06 06:03:20,2025-09-22,2026-01-01,banned,platinum,en_GB,TRUE,905.88,8,  do not call before 18:00
CUST001592,  Siduk Jdciq,siduk.jdciq@mail.test,,"3-23-6 Meguro, Apt. 696",Nagoya ,Okinawa,229-4295,Japan   ,1973-09-06,2022-01-15,11/03/2024,pending,silver,jp,0,206.41,3,prefers  email  contact
cust001593,"Jluhkv, Dxxqkwqs  ",dxxqkwqs.jluhkv@example.com,05331833595,"4-8-7 Setagaya, Skyline Tower ",Hakata,Tokyo ,482-5658,Japan,1960-09-12,2021-11-12,08/01/2023,inactive,silver,EN,1,513.91,6,"VIP, handle with care"
CUST001594,Uma Anderson,uma.anderson@example.org,na,"6858 Sunset St, Apt 391   ",Miami,Massachusetts,79946,United States  ,02/16/1986,2022/05/19,2025/09/14,active,  platinum,en,FALSE,  1162.50,0,asked about refund policy
CUST001595,Frank  Jackson,  frank..jackson@example.org,907.228.2454,2275 Pine Rd ,Austin,WA,59567,United States,1971-08-17,2023-04-07,,banned,BRONZE,JA,1  ,829.96,1,moved recently; verify address
